#Date       Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD   HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB   errs   errs   errs   MB/s   MB/s 
 20231019   06:05:34      0     47     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     59     15 
 20231019   06:05:34      1     46     58      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
#Date       Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD   HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB   errs   errs   errs   MB/s   MB/s 
 20231019   06:05:35      0     48     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:35      1     46     58      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     61     16 
 20231019   06:05:36      0     48     56      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     15 
 20231019   06:05:36      1     47     58      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:37      0     47     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     15 
 20231019   06:05:37      1     46     58      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     62     16 
 20231019   06:05:38      0     47     56      -     62      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     63     16 
 20231019   06:05:38      1     47     58      -     61      7      0      0      0      0   5000   1590      0      0    120      5      0      0      0     60     16 
 20231019   06:05:39      0     35     56      -      1      0      0      0      0      0   5000   1590      0      0      2      2      0      0      0      0      0 
 20231019   06:05:39      1     34     58      -      0      0      0      0      0      0   5000   1590      0      0      2      2      0      0      0      0      0 
 20231019   06:05:41      0     35     56      -      0      0      0      0      0      0   5000   1590      0      0      2      2      0      0      0      0      0 
 20231019   06:05:41      1     34     57      -      0      0      0      0      0      0   5000   1590      0      0      2      2      0      0      0      0      0 
 20231019   06:05:42      0     27     55      -      0      0      0      0      0      0   5000    360      0      0      2      2      0      0      0      0      0 
 20231019   06:05:42      1     26     57      -      0      0      0      0      0      0   5000    360      0      0      2      2      0      0      0      0      0 
 20231019   06:05:43      0     10     54      -      0      0      0      0      0      0    405    360      0      0      2      2      0      0      0      0      0 
 20231019   06:05:43      1     10     56      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:44      0     10     54      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:44      1      9     55      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:45      0      9     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:45      1     10     55      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:46      0     10     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:46      1      9     55      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:47      0     10     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:47      1      9     54      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:48      0      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:48      1     10     54      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:50      0      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:50      1      9     54      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:51      0     10     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:51      1      9     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:52      0      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:52      1     10     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:53      0      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:53      1     10     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:54      0     10     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:54      1      9     53      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:55      0     10     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:55      1      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:56      0     10     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:56      1      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:58      0     10     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:58      1      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:59      0     10     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:05:59      1      9     52      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
#Date       Time        gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD   HH:MM:SS    Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB   errs   errs   errs   MB/s   MB/s 
 20231019   06:06:00      0      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:00      1      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:01      0      9     49      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:01      1     10     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:02      0     10     49      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:02      1      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:03      0      9     49      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:03      1      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:04      0      9     49      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:04      1      9     51      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:06      0      9     49      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:06      1      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:07      0      9     48      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:07      1      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:08      0      9     48      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:08      1      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:09      0     10     48      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:09      1      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:10      0     10     48      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
 20231019   06:06:10      1      9     50      -      0      0      0      0      0      0    405    300      0      0      2      2      0      0      0      0      0 
